Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x
5.01,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.26,14.17,-0.18,0.17,-9.81,-0.14,0.07,-0.60,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.81,-190.98,56.09,216.79,-5.86,0.12,-0.03,-33.65,5.16,-321.95,76.43,-31.25,-31.06,-0.01,-0.02,-0.00,-0.03,0.000009072312423,0.000190924853086,0.000000000000000,  0.000026, -0.000000,  0.000003,-0.000827
5.03,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.26,14.17,-0.03,0.14,-9.81,0.19,0.06,-0.27,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,5.02,-191.19,56.23,216.93,-5.94,0.12,-0.03,-34.46,5.47,-321.63,75.89,-30.60,-31.35,-0.01,-0.02,-0.00,-0.03,0.000007426540378,0.000090226531029,0.000000000000000,  0.000022, -0.000000,  0.000004,-0.000677
5.07,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.26,14.17,0.13,0.15,-9.82,-0.15,-0.33,-0.32,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,4.70,-190.57,56.07,217.13,-5.94,0.12,-0.03,-34.22,5.38,-321.63,76.07,-30.83,-31.06,-0.01,-0.02,-0.00,-0.03,-0.000001790832812,0.000053446739912,0.000000000000000, -0.000006, -0.000000,  0.000005,0.000163
5.09,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.26,14.17,-0.23,0.15,-9.79,-0.11,0.42,-0.32,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,4.62,-190.57,56.07,217.17,-5.92,0.12,-0.03,-34.88,5.36,-321.15,75.77,-30.46,-30.97,-0.01,-0.02,0.00,-0.03,-0.000001196284984,-0.000018108636141,0.000000000000000, -0.000004, -0.000000,  0.000005,0.000109
5.12,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.26,14.17,-0.22,0.16,-9.73,0.22,0.01,-0.22,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.94,-190.93,55.95,216.95,-6.09,0.12,-0.03,-34.58,4.72,-321.42,75.77,-30.57,-30.59,-0.01,-0.02,-0.00,-0.03,-0.000014187936358,0.000064566731453,0.000000000000000, -0.000043,  0.000000,  0.000004,0.001293
5.16,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.27,14.18,-0.13,0.13,-9.72,-0.07,-0.03,-0.32,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,5.23,-190.72,55.99,217.01,-6.09,0.12,-0.03,-34.46,5.00,-321.84,75.54,-30.72,-31.04,-0.01,-0.02,-0.00,-0.03,-0.000005779675575,0.000081270933151,0.000000000000000, -0.000017,  0.000000,  0.000003,0.000527
5.19,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.27,14.16,0.11,0.16,-9.80,-0.58,0.08,-0.15,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.58,-190.98,55.94,216.85,-5.94,0.12,-0.03,-35.28,5.59,-322.21,75.67,-30.46,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000008509724466,0.000151574611664,0.000000000000000, -0.000025,  0.000000,  0.000003,0.000775
5.21,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.27,14.17,-0.14,0.13,-9.86,-0.02,0.39,-0.54,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.86,4.93,-191.14,55.84,216.45,-6.03,0.12,-0.03,-33.95,5.00,-322.06,75.17,-31.25,-31.27,-0.01,-0.02,-0.00,-0.03,-0.000008654701560,0.000269744545221,0.000000000000000, -0.000025,  0.000000,  0.000002,0.000789
5.24,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.27,14.16,-0.09,0.14,-9.83,0.19,0.06,-0.22,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.63,4.91,-191.34,55.96,216.62,-6.01,0.12,-0.03,-34.26,5.08,-323.33,75.43,-31.35,-31.27,-0.01,-0.02,-0.00,-0.03,-0.000004159092441,0.000389982014894,0.000000000000000, -0.000011,  0.000000,  0.000001,0.000379
5.27,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.26,14.17,-0.07,0.12,-9.81,-0.04,0.08,-0.50,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,4.60,-191.34,55.92,216.67,-6.01,0.12,-0.03,-34.02,4.98,-322.90,75.51,-31.45,-31.19,-0.01,-0.02,-0.00,-0.03,0.000009736138054,0.000359199941158,0.000000000000000,  0.000032,  0.000001,  0.000001,-0.000887
5.31,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.27,14.18,-0.31,0.15,-9.76,0.12,0.00,-0.72,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,5.04,-191.34,56.02,216.67,-6.09,0.12,-0.03,-34.76,5.18,-322.48,75.55,-31.08,-31.04,-0.01,-0.02,-0.00,-0.03,0.000007568041838,0.000314358621836,0.000000000000000,  0.000025,  0.000001,  0.000002,-0.000690
5.33,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.26,14.18,-0.07,0.18,-9.78,-0.48,0.65,-0.93,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.60,-191.39,56.23,216.82,-5.86,0.12,-0.03,-34.12,5.26,-321.84,75.65,-30.98,-31.19,-0.01,-0.02,-0.00,-0.03,0.000010080587344,0.000178568065166,0.000000000000000,  0.000034,  0.000001,  0.000003,-0.000918
5.38,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.26,14.18,0.17,0.13,-9.82,0.38,0.38,-0.22,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.71,-191.19,56.14,216.89,-5.94,0.12,-0.03,-34.30,5.14,-321.21,75.78,-30.71,-30.97,-0.01,-0.02,-0.00,-0.03,0.000000344976115,0.000085022300482,0.000000000000000,  0.000004,  0.000001,  0.000004,-0.000031
5.39,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.26,14.18,-0.06,0.13,-9.84,0.46,0.17,0.39,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.63,4.96,-191.39,56.18,216.87,-6.01,0.12,-0.03,-34.86,5.87,-320.73,75.63,-30.08,-31.80,-0.01,-0.02,0.00,-0.03,-0.000001627322149,-0.000044371932745,0.000000000000000, -0.000001,  0.000001,  0.000005,0.000148
5.44,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.26,14.19,-0.26,0.14,-9.74,0.15,0.26,-0.87,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.16,5.25,-191.34,56.10,216.99,-6.16,0.12,-0.03,-34.52,5.55,-320.99,76.38,-30.23,-30.76,-0.01,-0.02,0.00,-0.03,-0.000017205216864,-0.000015784054995,0.000000000000000, -0.000049,  0.000001,  0.000005,0.001568
5.46,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.26,14.18,-0.19,0.13,-9.82,-0.10,-0.36,-0.15,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,5.23,-190.93,56.25,217.04,-6.16,0.12,-0.03,-34.08,5.30,-320.83,75.93,-30.05,-31.50,-0.01,-0.02,0.00,-0.03,-0.000005383712050,-0.000133987516165,0.000000000000000, -0.000012,  0.000001,  0.000004,0.000491
5.49,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.26,14.18,0.20,0.16,-9.84,-0.13,0.97,-0.21,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,5.16,-190.93,55.95,217.06,-6.16,0.12,-0.03,-33.98,4.68,-321.95,76.52,-30.50,-30.23,-0.01,-0.02,-0.00,-0.03,-0.000027690472052,0.000024523586035,0.000000000000000, -0.000080,  0.000001,  0.000003,0.002523
5.52,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.26,14.18,0.03,0.15,-9.77,-0.20,0.23,-0.63,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.91,-190.57,56.07,217.24,-6.00,0.12,-0.03,-34.20,5.93,-321.63,75.84,-29.98,-31.50,-0.01,-0.02,0.00,-0.03,0.000002208579872,-0.000148799270391,0.000000000000000,  0.000012,  0.000001,  0.000001,-0.000201
5.55,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.25,14.19,-0.03,0.23,-9.76,-0.25,0.81,-0.33,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,5.16,-190.31,56.01,217.10,-6.01,0.12,-0.03,-34.10,5.51,-321.26,76.22,-30.24,-31.21,-0.01,-0.02,0.00,-0.03,-0.000018482287487,-0.000112086534500,0.000000000000000, -0.000051,  0.000001,  0.000002,0.001684
5.58,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.26,14.19,0.08,0.15,-9.81,-0.34,-0.38,0.17,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.01,5.23,-191.14,55.91,217.12,-6.24,0.12,-0.03,-34.12,4.88,-320.99,75.67,-30.19,-30.80,-0.01,-0.02,0.00,-0.03,-0.000015363806597,-0.000076841562986,0.000000000000000, -0.000041,  0.000001,  0.000001,0.001400
5.62,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.26,14.19,-0.08,0.14,-9.74,0.32,0.43,-0.97,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,4.62,-190.57,55.91,217.05,-5.86,0.12,-0.03,-35.40,5.16,-321.58,75.76,-30.24,-30.44,-0.01,-0.02,-0.00,-0.03,-0.000017006856069,0.000024583190680,0.000000000000000, -0.000046,  0.000001, -0.000000,0.001550
5.64,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.26,14.20,0.04,0.13,-9.77,0.38,0.79,-0.53,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.79,-190.93,55.90,216.91,-6.01,0.12,-0.03,-34.38,5.26,-321.63,75.35,-30.60,-31.10,-0.01,-0.02,-0.00,-0.03,-0.000007480200566,0.000060353428125,0.000000000000000, -0.000017,  0.000001, -0.000001,0.000682
5.68,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.26,14.21,0.08,0.14,-9.82,-0.41,0.31,-1.06,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.68,-191.39,55.88,216.77,-5.94,0.12,-0.03,-35.28,5.38,-321.79,75.52,-30.49,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000010303385352,0.000166825950146,0.000000000000000, -0.000026,  0.000001, -0.000002,0.000939
5.70,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.25,14.21,0.03,0.15,-9.83,0.05,0.61,0.06,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.94,4.66,-190.93,55.98,216.71,-6.01,0.12,-0.03,-35.46,5.36,-322.64,75.67,-30.57,-30.67,-0.01,-0.02,-0.00,-0.03,-0.000000955852329,0.000200483947992,0.000000000000000,  0.000002,  0.000001, -0.000002,0.000087
5.73,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.25,14.20,-0.33,0.14,-9.80,-0.58,0.04,-0.40,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,5.17,-190.93,55.94,216.97,-6.16,0.12,-0.03,-34.72,4.90,-321.36,75.28,-30.41,-30.80,-0.01,-0.02,-0.00,-0.03,0.000013889981346,0.000019215047359,0.000000000000000,  0.000048,  0.000001, -0.000002,-0.001265
5.76,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.26,14.19,0.32,0.18,-9.89,-0.44,0.42,-0.03,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.70,-190.57,55.96,217.05,-5.94,0.12,-0.03,-34.82,5.57,-321.63,75.97,-30.38,-30.82,-0.01,-0.02,0.00,-0.03,-0.000005184037491,-0.000000886619091,0.000000000000000, -0.000011,  0.000001,  0.000000,0.000472
5.79,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.25,14.19,-0.41,0.09,-9.86,0.19,0.68,-0.59,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.77,-190.98,56.13,217.18,-5.94,0.12,-0.03,-34.56,5.22,-320.99,75.62,-30.38,-31.19,-0.01,-0.02,0.00,-0.03,-0.000003258511697,-0.000058792531490,0.000000000000000, -0.000005,  0.000001, -0.000000,0.000297
5.82,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.26,14.21,0.14,0.17,-9.85,0.19,0.08,-0.32,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.83,-190.57,56.17,217.26,-5.85,0.12,-0.03,-34.62,5.12,-321.05,76.40,-30.15,-30.36,-0.01,-0.02,0.00,-0.03,-0.000004376089692,-0.000131260603666,0.000000000000000, -0.000008,  0.000001,  0.000000,0.000399
5.86,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.25,14.20,-0.13,0.18,-9.85,-0.26,0.94,-0.38,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,5.23,-191.19,56.25,216.98,-6.01,0.12,-0.03,-34.34,5.44,-320.99,76.07,-30.28,-31.04,-0.01,-0.02,0.00,-0.03,-0.000017877893697,-0.000032983720303,0.000000000000000, -0.000050,  0.000001,  0.000000,0.001629
6.10,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.25,14.22,-0.09,0.16,-9.78,-0.05,0.40,0.06,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.98,-190.10,55.92,217.21,-6.00,0.12,-0.03,-34.10,5.51,-321.05,76.21,-30.34,-31.14,-0.01,-0.02,0.00,-0.03,0.000001385147016,-0.000148206949234,0.000000000000000,  0.000009,  0.000001, -0.000001,-0.000126
6.12,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.27,14.25,-0.07,0.14,-9.78,0.01,0.74,-0.32,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.89,-191.19,55.94,216.81,-5.94,0.12,-0.03,-34.46,5.18,-322.48,75.52,-30.93,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000035611417843,0.000235840678215,0.000000000000000, -0.000105,  0.000001, -0.000001,0.003245
6.18,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.27,14.25,0.14,0.13,-9.79,-0.44,0.64,-0.41,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.43,-191.19,55.99,216.89,-5.79,0.12,-0.03,-34.98,4.94,-323.12,76.14,-31.02,-30.23,-0.01,-0.02,-0.00,-0.03,0.000002882778745,0.000300236046314,0.000000000000000,  0.000013,  0.000001, -0.000004,-0.000263
6.20,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.27,14.25,0.08,0.16,-9.85,-0.23,-0.17,-0.08,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.91,-190.52,55.82,217.12,-6.09,0.12,-0.03,-34.42,5.30,-322.27,75.70,-30.50,-30.97,-0.01,-0.02,-0.00,-0.03,0.000025632103643,0.000040017068386,0.000000000000000,  0.000083,  0.000001, -0.000003,-0.002335
6.23,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.26,14.26,0.12,0.15,-9.85,0.05,0.04,-0.32,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.75,-190.36,55.92,217.20,-5.86,0.12,-0.03,-34.28,5.83,-321.63,75.97,-30.16,-31.27,-0.01,-0.02,0.00,-0.03,0.000005488914212,-0.000105790793896,0.000000000000000,  0.000021,  0.000001, -0.000000,-0.000500
6.26,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.26,14.25,-0.17,0.12,-9.83,-0.00,0.58,0.14,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.66,-191.39,56.10,216.89,-5.86,0.12,-0.03,-34.72,4.40,-322.06,75.84,-30.99,-30.21,-0.01,-0.02,-0.00,-0.03,-0.000031731371564,0.000225115567446,0.000000000000000, -0.000093,  0.000001,  0.000001,0.002891
6.31,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.26,14.26,-0.20,0.14,-9.81,-0.30,0.52,-0.72,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.16,4.73,-191.60,56.18,216.82,-6.01,0.12,-0.03,-35.78,5.32,-322.85,76.41,-30.82,-30.38,-0.01,-0.02,-0.00,-0.03,-0.000003515434628,0.000356320291758,0.000000000000000, -0.000007,  0.000001, -0.000002,0.000320
6.34,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.26,14.26,0.26,0.10,-9.84,-0.33,0.24,-0.63,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.75,-190.52,55.82,217.12,-6.09,0.12,-0.03,-34.30,5.32,-322.69,76.06,-31.02,-31.06,-0.01,-0.02,-0.00,-0.03,0.000022568587156,0.000158108770847,0.000000000000000,  0.000073,  0.000001, -0.000002,-0.002056
6.38,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.26,14.29,-0.42,0.08,-9.79,-0.34,0.05,-1.08,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,5.33,-191.34,56.18,216.90,-6.24,0.12,-0.03,-33.47,4.80,-321.68,76.07,-30.83,-30.53,-0.01,-0.02,-0.00,-0.03,0.000004056832950,0.000086400657892,0.000000000000000,  0.000016,  0.000001,  0.000000,-0.000370
6.41,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.27,14.29,-0.29,0.14,-9.78,-0.26,-0.92,-0.48,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,5.08,-192.01,56.46,216.66,-6.01,0.12,-0.03,-34.48,4.90,-321.63,75.39,-31.09,-31.65,-0.01,-0.02,-0.00,-0.03,-0.000016811829482,0.000280193984509,0.000000000000000, -0.000048,  0.000001,  0.000001,0.001532
6.44,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.27,14.27,-0.04,0.07,-9.81,-0.29,-0.25,0.26,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,4.77,-191.96,56.26,216.58,-6.09,0.12,-0.03,-34.08,4.21,-322.16,76.32,-32.22,-30.16,-0.01,-0.02,-0.00,-0.03,-0.000012412979231,0.000533964484930,0.000000000000000, -0.000034,  0.000001, -0.000000,0.001131
6.47,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.25,14.28,-0.26,0.08,-9.79,-0.57,0.21,-0.07,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,4.75,-191.39,56.26,216.69,-5.94,0.12,-0.03,-33.37,4.34,-322.59,75.71,-31.92,-30.76,-0.01,-0.02,-0.00,-0.03,0.000023869768484,0.000380609184504,0.000000000000000,  0.000077,  0.000001, -0.000001,-0.002175
6.51,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.25,14.29,0.19,0.13,-9.75,-0.13,0.27,-0.15,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,4.93,-191.39,56.11,216.65,-5.94,0.12,-0.03,-35.08,5.32,-322.27,76.06,-31.13,-31.21,-0.01,-0.02,-0.00,-0.03,0.000008022552720,0.000329509377480,0.000000000000000,  0.000028,  0.000001,  0.000001,-0.000731
6.54,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.26,14.29,-0.05,0.18,-9.85,0.31,-0.25,0.11,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,4.98,-191.34,56.17,216.70,-6.01,0.12,-0.03,-34.78,4.46,-321.63,76.02,-31.21,-30.06,-0.01,-0.02,-0.00,-0.03,0.000004552408427,0.000274159014225,0.000000000000000,  0.000018,  0.000001,  0.000003,-0.000415
6.57,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.24,14.29,-0.33,0.15,-9.79,-0.07,0.99,-0.61,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.68,4.75,-191.19,56.17,216.69,-5.86,0.12,-0.03,-34.64,4.64,-322.27,75.33,-31.46,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000006596665116,0.000335533171892,0.000000000000000, -0.000016,  0.000001,  0.000003,0.000601
6.62,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.25,14.28,-0.21,0.20,-9.67,0.11,-0.02,-0.19,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,4.83,-190.98,56.07,216.74,-6.01,0.12,-0.03,-34.68,5.71,-321.58,75.73,-30.73,-31.42,-0.01,-0.02,-0.00,-0.03,0.000012431149116,0.000133514404297,0.000000000000000,  0.000043,  0.000001,  0.000003,-0.001133
6.64,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.26,14.29,-0.04,0.13,-9.73,-0.15,-0.15,-0.15,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,4.94,-190.93,56.18,216.85,-6.09,0.12,-0.03,-34.72,5.38,-322.06,75.80,-30.61,-31.04,-0.01,-0.02,-0.00,-0.03,-0.000010613627637,0.000135045498610,0.000000000000000, -0.000027,  0.000001,  0.000005,0.000967
6.67,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.25,14.29,-0.15,0.16,-9.73,-0.49,0.61,-0.12,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,4.96,-191.14,56.02,216.75,-6.09,0.12,-0.03,-33.57,5.30,-322.11,75.40,-30.87,-31.42,-0.01,-0.02,-0.00,-0.03,-0.000010579333320,0.000139441341162,0.000000000000000, -0.000027,  0.000001,  0.000004,0.000964
6.71,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.25,14.29,-0.23,0.17,-9.80,0.59,0.35,-0.21,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.66,-191.19,56.13,216.74,-5.86,0.12,-0.03,-33.91,5.57,-321.42,75.62,-30.60,-31.57,-0.01,-0.02,-0.00,-0.03,-0.000004948169590,0.000062469393015,0.000000000000000, -0.000009,  0.000002,  0.000004,0.000451
6.75,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.25,14.27,-0.04,0.13,-9.80,-0.17,0.28,0.46,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,4.89,-191.39,56.18,216.78,-6.01,0.12,-0.03,-34.32,5.30,-322.06,75.88,-30.71,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000020084095013,0.000168681144714,0.000000000000000, -0.000055,  0.000002,  0.000004,0.001830
6.76,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.26,14.29,-0.07,0.16,-9.79,0.57,-0.20,-0.52,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,5.04,-191.14,56.13,216.83,-6.01,0.12,-0.03,-34.50,4.98,-322.27,75.76,-30.67,-30.59,-0.01,-0.02,-0.00,-0.03,-0.000007997728972,0.000168126076460,0.000000000000000, -0.000018,  0.000002,  0.000002,0.000729
6.80,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.26,14.29,-0.08,0.15,-9.79,-0.32,0.26,-0.30,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.84,4.75,-191.19,56.02,216.62,-5.96,0.12,-0.03,-33.98,5.36,-320.78,75.04,-30.35,-31.55,-0.01,-0.02,0.00,-0.03,0.000004140221790,-0.000020503997803,0.000000000000000,  0.000020,  0.000002,  0.000002,-0.000377
6.83,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.26,14.29,-0.11,0.07,-9.81,0.11,-0.02,-0.45,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.58,-191.19,56.10,216.89,-5.86,0.12,-0.03,-35.72,5.53,-322.21,76.04,-30.34,-30.36,-0.01,-0.02,-0.00,-0.03,-0.000028201757232,0.000161435455084,0.000000000000000, -0.000079,  0.000002,  0.000003,0.002570
6.86,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.26,14.30,-0.23,0.14,-9.84,0.01,0.68,-0.42,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,4.98,-191.34,56.13,216.75,-5.94,0.12,-0.03,-35.10,4.90,-321.42,75.70,-30.71,-30.89,-0.01,-0.02,-0.00,-0.03,-0.000007766368981,0.000165708363056,0.000000000000000, -0.000016,  0.000002,  0.000001,0.000708
6.89,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.26,14.30,-0.01,0.08,-9.84,0.31,0.19,0.12,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.16,4.66,-191.60,56.19,216.87,-5.94,0.12,-0.03,-35.46,5.24,-322.00,76.22,-30.69,-30.38,-0.01,-0.02,-0.00,-0.03,-0.000012497306670,0.000244084745646,0.000000000000000, -0.000031,  0.000002,  0.000001,0.001139
6.92,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.27,14.30,-0.06,0.14,-9.77,-0.37,0.19,0.32,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,4.94,-190.93,56.09,216.90,-6.16,0.12,-0.03,-34.06,5.57,-321.21,75.48,-30.45,-31.65,-0.01,-0.02,0.00,-0.03,0.000012244954632,-0.000007193535566,0.000000000000000,  0.000045,  0.000002,  0.000001,-0.001116
