Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x
11.64,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.34,14.68,-0.39,0.10,-9.88,0.05,0.20,-0.47,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.66,2.53,-186.08,53.25,218.89,-5.53,0.12,-0.03,-34.64,7.48,-323.86,72.99,-21.83,-28.91,-0.01,-0.02,0.00,-0.03,-0.002943736733869,0.057839240878820,0.059999998658895, -0.006050,  0.000745,  0.000286,0.271028
11.67,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.35,14.69,-0.25,0.06,-9.77,0.05,0.16,0.02,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,2.59,-187.53,53.71,218.06,-5.47,0.12,-0.03,-32.79,7.18,-322.75,73.90,-23.93,-29.65,-0.01,-0.02,0.00,-0.03,-0.002920151222497,0.058282133191824,0.059999998658895, -0.005945,  0.000753,  0.000261,0.268834
11.70,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.35,14.68,-0.06,0.16,-9.82,-0.05,0.02,0.08,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,2.99,-187.89,54.00,218.01,-5.62,0.12,-0.03,-34.84,6.96,-322.96,74.74,-23.86,-29.67,-0.01,-0.02,0.00,-0.03,-0.002896922174841,0.058445315808058,0.059999998658895, -0.005844,  0.000761,  0.000241,0.266674
11.73,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.36,14.68,-0.40,0.12,-9.82,-0.18,-0.20,0.03,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.68,3.93,-191.19,55.43,217.05,-5.72,0.12,-0.03,-32.91,6.49,-323.54,76.29,-25.31,-29.20,-0.01,-0.02,0.00,-0.03,-0.002934189047664,0.059048380702734,0.059999998658895, -0.005931,  0.000768,  0.000226,0.270140
11.76,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.37,14.67,0.16,0.11,-9.84,-0.27,-0.12,0.25,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.68,3.70,-191.65,55.74,216.66,-5.66,0.12,-0.03,-31.96,6.59,-321.90,75.96,-27.29,-30.57,-0.01,-0.02,0.00,-0.03,-0.002905165310949,0.059366371482611,0.059999998658895, -0.005816,  0.000774,  0.000209,0.267440
11.80,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.37,14.69,-0.05,0.17,-9.78,0.21,0.47,-0.74,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.63,4.01,-194.23,57.00,216.42,-5.43,0.11,-0.03,-33.19,4.19,-323.54,78.11,-30.38,-28.37,-0.01,-0.02,-0.00,-0.03,-0.002955000614747,0.060383629053831,0.059999998658895, -0.005945,  0.000780,  0.000198,0.272076
11.82,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.36,14.68,0.09,0.14,-9.75,0.56,0.04,0.28,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.04,3.32,-195.31,57.26,215.39,-5.17,0.11,-0.03,-32.33,4.70,-320.83,78.45,-30.46,-29.44,-0.01,-0.02,-0.00,-0.03,-0.002861205255613,0.060347147285938,0.059999998658895, -0.005635,  0.000786,  0.000183,0.263353
11.86,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.38,14.68,-0.30,0.16,-9.88,-0.80,0.26,-0.05,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.61,4.35,-196.50,58.02,215.23,-5.55,0.11,-0.03,-33.27,4.64,-321.68,79.43,-30.99,-29.10,-0.01,-0.03,-0.00,-0.03,-0.002911729738116,0.060703191906214,0.059999998658895, -0.005768,  0.000791,  0.000179,0.268051
11.88,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.39,14.67,0.06,0.17,-9.84,-0.26,-0.36,-0.08,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,4.04,-197.12,58.18,214.86,-5.32,0.11,-0.03,-33.17,5.24,-319.72,78.76,-30.30,-30.06,-0.01,-0.03,-0.00,-0.03,-0.002883001230657,0.060520138591528,0.059999998658895, -0.005660,  0.000796,  0.000172,0.265379
11.92,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.38,14.69,-0.41,0.09,-9.76,0.16,0.03,-0.11,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.38,4.08,-197.79,58.53,215.24,-5.32,0.11,-0.03,-33.25,3.83,-321.52,79.60,-31.54,-28.35,-0.01,-0.03,-0.00,-0.03,-0.002949636429548,0.060894493013620,0.059999998658895, -0.005844,  0.000801,  0.000170,0.271577
11.94,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.39,14.69,0.17,0.11,-9.84,0.24,-0.22,-0.20,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.67,4.01,-196.76,58.26,215.08,-5.17,0.11,-0.03,-33.29,4.94,-320.41,78.78,-30.75,-29.99,-0.01,-0.03,-0.00,-0.03,-0.002910817274824,0.060613565146923,0.059999998658895, -0.005705,  0.000806,  0.000163,0.267966
11.98,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.39,14.69,-0.44,0.12,-9.76,-0.27,1.04,0.22,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.26,4.25,-194.59,57.27,215.69,-5.53,0.11,-0.03,-33.07,4.54,-322.11,79.37,-30.69,-28.70,-0.01,-0.03,-0.00,-0.03,-0.002952580340207,0.060466881841421,0.059999998658895, -0.005815,  0.000811,  0.000161,0.271851
12.02,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.39,14.69,0.11,0.14,-9.83,-0.22,0.32,-0.70,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.19,4.29,-194.39,57.04,215.95,-5.68,0.11,-0.03,-32.85,6.15,-320.52,77.62,-29.00,-30.55,-0.01,-0.02,0.00,-0.03,-0.002953091636300,0.059954971075058,0.059999998658895, -0.005798,  0.000815,  0.000157,0.271898
12.04,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.36,14.68,-0.44,0.13,-9.76,-0.14,0.65,0.38,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.63,3.95,-192.27,56.22,216.53,-5.66,0.12,-0.03,-33.85,5.81,-321.05,76.64,-28.05,-29.16,-0.01,-0.02,0.00,-0.03,-0.003004476893693,0.059647802263498,0.059999998658895, -0.005937,  0.000820,  0.000154,0.276680
12.07,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.37,14.69,0.17,0.10,-9.89,-0.01,-0.13,-0.68,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.07,3.43,-191.03,55.36,216.81,-5.58,0.12,-0.03,-34.44,5.61,-322.21,75.54,-27.25,-29.25,-0.01,-0.02,0.00,-0.03,-0.003036217298359,0.059440650045872,0.059999998658895, -0.006017,  0.000824,  0.000148,0.279634
12.11,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.35,14.69,-0.23,0.13,-9.79,-0.05,0.27,0.08,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.90,3.10,-190.62,54.91,216.79,-5.58,0.12,-0.03,-33.15,5.59,-323.97,75.40,-26.95,-29.33,-0.01,-0.02,0.00,-0.03,-0.003065928351134,0.059408135712147,0.059999998658895, -0.006091,  0.000828,  0.000140,0.282400
12.13,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.37,14.69,0.05,0.10,-9.85,0.46,-0.20,-0.23,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.90,3.09,-189.33,54.24,217.41,-5.64,0.12,-0.03,-34.86,5.95,-323.17,74.24,-25.24,-28.53,-0.01,-0.02,0.00,-0.03,-0.003044952871278,0.058916114270687,0.059999998658895, -0.006011,  0.000832,  0.000131,0.280447
12.17,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.36,14.69,-0.32,0.02,-9.74,0.05,0.19,0.06,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,2.76,-188.92,53.94,217.44,-5.57,0.12,-0.03,-34.36,6.78,-321.84,73.92,-25.06,-29.27,-0.01,-0.02,0.00,-0.03,-0.003093319479376,0.058736443519592,0.059999998658895, -0.006145,  0.000836,  0.000126,0.284951
12.19,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.36,14.69,0.13,0.07,-9.79,0.00,0.16,-0.20,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.13,3.05,-189.33,54.14,216.99,-5.66,0.12,-0.03,-32.99,5.87,-323.22,74.01,-26.11,-29.74,-0.01,-0.02,0.00,-0.03,-0.003135951701552,0.059039153158665,0.059999998658895, -0.006261,  0.000840,  0.000117,0.288921
12.23,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.37,14.69,-0.23,0.11,-9.76,-0.41,0.44,-0.22,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.92,3.18,-190.36,54.67,216.78,-5.73,0.12,-0.03,-34.20,6.59,-323.22,74.59,-26.91,-30.16,-0.01,-0.02,0.00,-0.03,-0.003128677140921,0.059397693723440,0.059999998658895, -0.006226,  0.000843,  0.000105,0.288244
12.25,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.37,14.71,-0.01,0.15,-9.80,0.08,-0.02,-0.17,0.38,0.10,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.74,3.33,-189.12,54.52,217.29,-5.64,0.12,-0.03,-31.92,6.55,-322.27,74.31,-27.14,-31.21,-0.01,-0.02,0.00,-0.03,-0.003071311861277,0.059056296944618,0.059999998658895, -0.006038,  0.000846,  0.000095,0.282901
12.29,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.38,14.71,0.13,0.16,-9.74,-0.05,-0.12,-1.04,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.51,3.43,-190.16,54.95,217.18,-5.79,0.12,-0.03,-32.07,5.83,-319.56,74.89,-26.41,-29.84,-0.01,-0.02,0.00,-0.03,-0.003099666209891,0.058840513229370,0.059999998658895, -0.006115,  0.000848,  0.000092,0.285542
12.32,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.39,14.71,-0.22,0.10,-9.81,0.31,0.01,-0.04,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.01,3.60,-192.68,55.99,216.25,-5.60,0.12,-0.03,-32.25,6.63,-319.56,76.17,-27.12,-30.72,-0.01,-0.02,0.00,-0.03,-0.003157453611493,0.059321664273739,0.059999998658895, -0.006282,  0.000851,  0.000086,0.290925
12.34,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.40,14.72,-0.03,0.21,-9.79,-0.06,-0.12,-0.59,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.17,4.08,-193.10,56.34,216.27,-5.73,0.12,-0.03,-32.39,5.22,-321.36,77.25,-28.44,-29.33,-0.01,-0.02,0.00,-0.03,-0.003133313264698,0.059725929051638,0.059999998658895, -0.006199,  0.000853,  0.000076,0.288676
12.37,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.39,14.71,0.08,0.08,-9.78,-0.11,0.58,0.03,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.01,3.91,-192.94,56.61,216.47,-5.43,0.12,-0.03,-32.79,6.37,-318.60,77.81,-27.48,-30.38,-0.01,-0.03,0.00,-0.03,-0.003068103920668,0.059331450611353,0.059999998658895, -0.005990,  0.000855,  0.000069,0.282603
12.40,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.39,14.71,0.27,0.19,-9.86,0.33,0.17,0.31,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,4.14,-193.56,56.96,216.58,-5.51,0.11,-0.03,-33.75,5.71,-319.40,77.94,-27.10,-29.31,-0.01,-0.02,0.00,-0.03,-0.003122517140582,0.059414859861135,0.059999998658895, -0.006149,  0.000857,  0.000069,0.287670
12.43,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.39,14.71,-0.19,0.12,-9.89,0.01,0.81,-0.81,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,4.25,-194.44,57.25,216.35,-5.51,0.11,-0.03,-32.97,5.67,-319.51,78.82,-28.18,-29.50,-0.01,-0.03,0.00,-0.03,-0.003134952392429,0.059689249843359,0.059999998658895, -0.006180,  0.000859,  0.000064,0.288828
12.46,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.39,14.71,-0.06,0.14,-9.93,0.21,0.45,-0.24,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.94,4.22,-193.41,57.02,216.62,-5.36,0.11,-0.03,-31.58,5.02,-320.04,78.72,-29.04,-29.36,-0.01,-0.03,0.00,-0.03,-0.003107704222202,0.059668119996786,0.059999998658895, -0.006090,  0.000861,  0.000058,0.286290
12.49,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.38,14.72,-0.28,0.16,-9.79,0.09,0.81,-0.54,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,3.72,-192.58,56.79,216.78,-5.42,0.12,-0.03,-33.37,6.25,-319.19,78.01,-27.63,-30.01,-0.01,-0.03,0.00,-0.03,-0.003097228240222,0.059393063187599,0.059999998658895, -0.006051,  0.000862,  0.000056,0.285315
12.53,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.38,14.72,0.01,0.15,-9.82,-0.38,-0.41,-0.24,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.84,3.72,-192.37,56.54,216.77,-5.36,0.12,-0.03,-32.13,6.29,-318.60,76.95,-27.41,-30.82,-0.01,-0.02,0.00,-0.03,-0.003118468448520,0.059190083295107,0.059999998658895, -0.006110,  0.000864,  0.000055,0.287293
12.55,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.39,14.72,-0.21,0.14,-9.74,0.27,0.12,-0.48,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,3.60,-192.12,56.11,216.86,-5.49,0.12,-0.03,-32.79,5.16,-321.79,77.22,-27.86,-28.55,-0.01,-0.02,0.00,-0.03,-0.003165123984218,0.059526313096285,0.059999998658895, -0.006247,  0.000866,  0.000053,0.291639
12.59,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.40,14.71,0.04,0.09,-9.75,0.13,-0.77,0.39,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.07,3.64,-191.65,55.63,216.58,-5.51,0.12,-0.03,-33.31,5.77,-321.47,76.25,-27.48,-29.52,-0.01,-0.02,0.00,-0.03,-0.003125194227323,0.059450238943100,0.059999998658895, -0.006119,  0.000867,  0.000047,0.287919
12.61,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.41,14.72,-0.19,0.15,-9.79,-0.33,0.21,-0.42,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.76,3.87,-190.52,55.01,216.85,-5.96,0.12,-0.03,-33.39,5.77,-323.33,75.59,-26.99,-29.03,-0.01,-0.02,0.00,-0.03,-0.003131927922368,0.059377416968346,0.059999998658895, -0.006135,  0.000868,  0.000045,0.288547
12.64,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.42,14.72,-0.50,0.10,-9.81,-0.46,0.10,-0.88,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.07,3.12,-190.36,54.70,216.63,-5.66,0.12,-0.03,-34.08,7.20,-322.53,74.42,-25.96,-30.59,-0.01,-0.02,0.00,-0.03,-0.003129324875772,0.059176810085773,0.059999998658895, -0.006122,  0.000869,  0.000043,0.288304
12.69,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.43,14.72,0.26,0.15,-9.78,0.17,-0.30,-0.40,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.30,3.66,-190.52,54.67,216.51,-5.90,0.12,-0.03,-32.77,6.01,-323.06,73.87,-26.95,-30.06,-0.01,-0.02,0.00,-0.03,-0.003163848537952,0.059343151748180,0.059999998658895, -0.006223,  0.000871,  0.000042,0.291520
12.71,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.43,14.72,-0.17,0.16,-9.76,-0.31,0.78,-0.09,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.84,3.20,-191.03,54.91,216.75,-5.66,0.12,-0.03,-33.37,6.31,-323.44,74.50,-27.26,-30.23,-0.01,-0.02,0.00,-0.03,-0.003155831014737,0.059486135840416,0.059999998658895, -0.006194,  0.000872,  0.000037,0.290773
12.74,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.42,14.72,-0.06,0.12,-9.81,-0.15,0.48,-0.37,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.46,3.07,-190.57,54.79,216.53,-5.60,0.12,-0.03,-33.77,5.89,-322.16,74.31,-27.28,-29.84,-0.01,-0.02,0.00,-0.03,-0.003136160084978,0.059397615492344,0.059999998658895, -0.006130,  0.000873,  0.000034,0.288941
12.77,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.43,14.72,-0.06,0.16,-9.74,-0.01,-0.19,0.13,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.13,2.91,-190.88,55.21,216.66,-5.43,0.12,-0.03,-34.48,5.83,-322.64,75.52,-27.00,-28.89,-0.01,-0.02,0.00,-0.03,-0.003150725970045,0.059439100325108,0.059999998658895, -0.006171,  0.000873,  0.000033,0.290298
12.80,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.43,14.73,-0.18,0.16,-9.81,-0.04,0.68,-0.62,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.92,3.45,-191.24,55.34,216.62,-5.66,0.12,-0.03,-33.83,6.41,-321.58,75.74,-26.93,-29.72,-0.01,-0.02,0.00,-0.03,-0.003142477944493,0.059356596320868,0.059999998658895, -0.006143,  0.000874,  0.000031,0.289529
12.83,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.42,14.74,-0.02,0.14,-9.84,-0.33,0.57,-0.42,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.59,3.43,-191.29,55.92,216.97,-5.42,0.12,-0.03,-33.13,5.93,-319.77,76.79,-26.81,-29.21,-0.01,-0.02,0.00,-0.03,-0.003137594554573,0.059117820113897,0.059999998658895, -0.006125,  0.000875,  0.000030,0.289075
12.86,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.42,14.74,-0.27,0.19,-9.78,0.33,0.78,-0.84,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.68,3.53,-191.70,56.06,216.91,-5.42,0.12,-0.03,-34.02,5.95,-318.92,77.26,-26.43,-29.44,-0.01,-0.02,0.00,-0.03,-0.003161638509482,0.059072759002447,0.059999998658895, -0.006195,  0.000876,  0.000029,0.291314
12.90,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.42,14.73,-0.05,0.16,-9.84,-0.37,0.37,0.05,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.28,3.85,-191.34,56.40,217.26,-5.42,0.12,-0.03,-33.49,6.47,-318.13,77.86,-26.09,-29.46,-0.01,-0.03,0.00,-0.03,-0.003151455894113,0.058846753090620,0.059999998658895, -0.006161,  0.000877,  0.000027,0.290366
12.93,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.42,14.72,0.13,0.17,-9.82,0.31,0.04,0.26,0.38,0.10,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.97,4.37,-191.50,56.41,217.46,-5.62,0.12,-0.03,-33.61,5.69,-318.39,78.34,-26.07,-28.70,-0.01,-0.03,0.00,-0.03,-0.003176302183419,0.058861963450909,0.059999998658895, -0.006235,  0.000877,  0.000026,0.292681
12.95,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.42,14.72,-0.04,0.15,-9.83,0.17,0.29,-0.44,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.43,4.18,-191.29,56.59,217.25,-5.55,0.12,-0.03,-33.11,6.03,-318.18,78.37,-26.10,-29.23,-0.01,-0.03,0.00,-0.03,-0.003169914241880,0.058818440884352,0.059999998658895, -0.006213,  0.000878,  0.000022,0.292086
12.99,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.43,14.71,0.04,0.18,-9.84,-0.11,0.16,0.26,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,4.33,-191.45,56.38,217.17,-5.64,0.12,-0.03,-33.29,6.19,-318.60,78.18,-26.09,-29.01,-0.01,-0.03,0.00,-0.03,-0.003178697312251,0.058907553553581,0.059999998658895, -0.006238,  0.000878,  0.000020,0.292904
13.01,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.42,14.72,-0.31,0.18,-9.89,-0.50,1.14,-0.18,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,3.85,-191.91,56.25,216.79,-5.42,0.12,-0.03,-35.14,6.31,-319.51,77.48,-26.37,-29.31,-0.01,-0.02,0.00,-0.03,-0.003187610767782,0.059221677482128,0.059999998658895, -0.006263,  0.000879,  0.000017,0.293735
13.05,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.42,14.72,-0.23,0.13,-9.86,0.30,-0.12,-0.49,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.84,3.72,-192.32,56.03,216.63,-5.51,0.12,-0.03,-34.08,6.23,-319.08,76.48,-26.96,-30.19,-0.01,-0.02,0.00,-0.03,-0.003156196558848,0.059281107038260,0.059999998658895, -0.006166,  0.000879,  0.000013,0.290807
13.07,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.42,14.71,-0.14,0.13,-9.85,0.18,0.46,0.03,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.54,2.91,-192.32,55.71,216.27,-5.30,0.12,-0.03,-33.57,5.69,-322.06,75.96,-28.30,-29.74,-0.01,-0.02,0.00,-0.03,-0.003180523402989,0.059744134545326,0.059999998658895, -0.006239,  0.000879,  0.000012,0.293074
13.11,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.42,14.72,-0.19,0.12,-9.85,-0.32,0.83,-0.39,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.48,3.62,-192.89,55.68,216.10,-5.68,0.12,-0.03,-32.75,5.26,-323.38,75.73,-28.66,-29.59,-0.01,-0.02,0.00,-0.03,-0.003143427195027,0.059929974377155,0.059999998658895, -0.006125,  0.000879,  0.000009,0.289618
13.13,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.42,14.71,0.04,0.12,-9.73,0.23,0.39,0.21,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.57,3.33,-192.68,55.57,215.87,-5.53,0.12,-0.03,-32.75,4.72,-323.59,75.00,-29.00,-28.97,-0.01,-0.02,-0.00,-0.03,-0.003133674850687,0.060034569352865,0.059999998658895, -0.006094,  0.000880,  0.000009,0.288709
13.16,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.41,14.71,-0.09,0.14,-9.72,0.20,0.76,-0.25,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.25,3.56,-192.89,55.68,216.01,-5.60,0.12,-0.03,-32.81,5.24,-324.82,75.03,-29.13,-29.50,-0.01,-0.02,-0.00,-0.03,-0.003134740283713,0.060156736522913,0.059999998658895, -0.006097,  0.000880,  0.000011,0.288809
13.19,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.43,14.71,-0.05,0.13,-9.73,0.45,0.19,0.34,0.38,0.10,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.65,3.35,-192.84,55.55,215.73,-5.70,0.11,-0.03,-32.11,5.32,-324.87,74.96,-29.59,-30.19,-0.01,-0.02,-0.00,-0.03,-0.003131049685180,0.060229517519474,0.059999998658895, -0.006085,  0.000880,  0.000012,0.288465
13.22,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.44,14.71,-0.05,0.14,-9.82,-0.71,0.03,0.05,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.65,3.51,-192.89,55.71,215.86,-5.60,0.12,-0.03,-31.76,4.98,-325.56,75.28,-29.53,-29.74,-0.01,-0.02,-0.00,-0.03,-0.003127861069515,0.060221161693335,0.059999998658895, -0.006074,  0.000880,  0.000014,0.288168
13.25,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.45,14.70,-0.16,0.12,-9.75,-0.28,-0.20,-0.05,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.26,3.87,-193.10,56.11,216.01,-5.75,0.11,-0.03,-32.51,5.10,-323.22,75.87,-28.71,-29.74,-0.01,-0.02,0.00,-0.03,-0.003117128740996,0.059960290789604,0.059999998658895, -0.006039,  0.000881,  0.000016,0.287168
13.28,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.46,14.71,0.12,0.18,-9.76,-0.28,0.23,0.28,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.01,3.70,-193.10,55.99,216.15,-5.68,0.11,-0.03,-33.51,5.06,-322.96,76.64,-28.71,-28.70,-0.01,-0.02,0.00,-0.03,-0.003152394667268,0.059991490095854,0.059999998658895, -0.006146,  0.000881,  0.000019,0.290453
