Time,ang_x_imu,pid_output_ankle,pid_output_hip,zmp_ref,zmp_imu,Xzmp_ft,capture_point,iter
220.41,179.4881896973,0.1510168190,0.1510168190,0.0004572760,-0.00397128,-0.00164160,-0.0082931292,4399
220.46,179.4860687256,0.1504793940,0.1504793940,0.0004572760,-0.00379757,-0.00164160,-0.0094707435,4400
220.51,179.4827880859,0.1203475917,0.1203475917,0.0004572760,-0.00339038,-0.00153145,-0.0089065002,4401
220.56,179.4826507568,0.0759458077,0.0759458077,0.0004572760,-0.00245395,-0.00153145,-0.0051266245,4402
220.61,179.4938354492,0.0791500595,0.0791500595,0.0004572760,-0.00196500,-0.00143935,-0.0066620921,4403
220.66,179.4870605469,0.0470885736,0.0470885736,0.0004572760,-0.00115060,-0.00143935,-0.0045087486,4404
220.71,179.4940185547,0.0501743311,0.0501743311,0.0004572760,-0.00064926,-0.00143935,-0.0047130181,4405
220.76,179.4885253906,0.0067642419,0.0067642419,0.0004572760,0.00014209,-0.00131814,-0.0027773975,4406
220.81,179.4878082275,0.0370137556,0.0370137556,0.0004572760,0.00034677,-0.00131814,-0.0048673954,4407
220.86,179.4920806885,0.0345939934,0.0345939934,0.0004572760,0.00051536,-0.00131814,-0.0051323700,4408
220.91,179.4815673828,0.0057723650,0.0057723650,0.0004572760,0.00080402,-0.00111034,-0.0047842066,4409
220.96,179.4660644531,0.0076758547,0.0076758547,0.0004572760,0.00110935,-0.00111034,-0.0035533212,4410
221.01,179.4460754395,-0.0174220912,-0.0174220912,0.0004572760,0.00129755,-0.00076064,-0.0034650801,4411
221.06,179.4354400635,-0.0089907440,-0.0089907440,0.0004572760,0.00154348,-0.00076064,-0.0027649012,4412
221.11,179.4350128174,-0.0076652078,-0.0076652078,0.0004572760,0.00168963,-0.00076064,-0.0030021379,4413
221.16,179.4377899170,-0.0499614865,-0.0499614865,0.0004572760,0.00181986,-0.00022976,-0.0015755883,4414
221.21,179.4451751709,-0.0699540141,-0.0699540141,0.0004572760,0.00252671,-0.00022976,0.0001390262,4415
221.26,179.4432678223,-0.1236154588,-0.1236154588,0.0004572760,0.00296114,0.00052190,0.0006756283,4416
221.31,179.4566802979,-0.0912353196,-0.0912353196,0.0004572760,0.00331962,0.00052190,0.0012204931,4417
221.36,179.4588317871,-0.1104689308,-0.1104689308,0.0004572760,0.00381477,0.00052190,-0.0005717963,4418
221.41,179.4748535156,-0.1954716974,-0.1954716974,0.0004572760,0.00429286,0.00150662,0.0004120181,4419
221.46,179.4743499756,-0.1618145088,-0.1618145088,0.0004572760,0.00481865,0.00150662,0.0008829708,4420
221.51,179.4761657715,-0.2755596316,-0.2755596316,0.0004572760,0.00513001,0.00306159,0.0009717529,4421
221.56,179.4710540771,-0.1680423446,-0.1680423446,0.0004572760,0.00530638,0.00269531,-0.0005961033,4422
221.61,179.4620513916,-0.2130019663,-0.2130019663,0.0004572760,0.00577915,0.00269531,0.0011370480,4423
221.66,179.4657135010,-0.2946542807,-0.2946542807,0.0004572760,0.00582457,0.00405313,0.0016362101,4424
221.71,179.4692382812,-0.2455935444,-0.2455935444,0.0004572760,0.00610536,0.00405313,0.0022944705,4425
221.77,179.4776306152,-0.2051006871,-0.2051006871,0.0004572760,0.00619545,0.00361036,0.0017521890,4426
221.81,179.4768829346,-0.3490367457,-0.3490367457,0.0004572760,0.00595892,0.00553047,0.0011918058,4427
221.86,179.4733276367,-0.2895609932,-0.2895609932,0.0004572760,0.00628763,0.00553047,0.0026127073,4428
221.92,179.4744110107,-0.4050459896,-0.4050459896,0.0004572760,0.00652262,0.00705373,0.0035280306,4429
221.96,179.4660339355,-0.3443287493,-0.3443287493,0.0004572760,0.00688451,0.00705373,0.0032635143,4430
222.02,179.4713134766,-0.2963256212,-0.2963256212,0.0004572760,0.00699615,0.00654332,0.0021092023,4431
222.07,179.4589538574,-0.4556208216,-0.4556208216,0.0004572760,0.00685191,0.00854516,0.0033564231,4432
222.12,179.4675598145,-0.3681799417,-0.3681799417,0.0004572760,0.00692379,0.00854516,0.0026423649,4433
222.17,179.4604187012,-0.3308540742,-0.3308540742,0.0004572760,0.00699108,0.00802824,0.0040151575,4434
222.22,179.4613647461,-0.5017281680,-0.5017281680,0.0004572760,0.00703710,0.00996028,0.0032247320,4435
222.27,179.4630279541,-0.3752359145,-0.3752359145,0.0004572760,0.00666870,0.00996028,0.0016579712,4436
222.32,179.4544525146,-0.5052269508,-0.5052269508,0.0004572760,0.00687664,0.01123958,0.0028472660,4437
222.37,179.4654846191,-0.4667423819,-0.4667423819,0.0004572760,0.00735436,0.01123958,0.0044349999,4438
222.42,179.4672698975,-0.4300033351,-0.4300033351,0.0004572760,0.00768932,0.01073314,0.0040035660,4439
222.47,179.4850921631,-0.5418826032,-0.5418826032,0.0004572760,0.00743813,0.01236133,0.0013437936,4440
222.52,179.4944152832,-0.4352648513,-0.4352648513,0.0004572760,0.00742117,0.01187443,0.0025759911,4441
222.57,179.5036926270,-0.5571090573,-0.5571090573,0.0004572760,0.00728775,0.01329627,0.0022227218,4442
222.62,179.4953765869,-0.4951123581,-0.4951123581,0.0004572760,0.00731964,0.01329627,0.0028079852,4443
222.67,179.4960479736,-0.4490758290,-0.4490758290,0.0004572760,0.00718024,0.01284328,0.0029851979,4444
222.72,179.4996185303,-0.5237298345,-0.5237298345,0.0004572760,0.00657794,0.01404606,0.0007825703,4445
222.77,179.5035552979,-0.4657407564,-0.4657407564,0.0004572760,0.00620498,0.01404606,0.0017987797,4446
222.82,179.5173187256,-0.4855414111,-0.4855414111,0.0004572760,0.00563196,0.01463458,0.0002705377,4447
222.87,179.5257415771,-0.4705301445,-0.4705301445,0.0004572760,0.00544219,0.01463458,-0.0000174029,4448
222.92,179.5250396729,-0.4281303710,-0.4281303710,0.0004572760,0.00510828,0.01427694,-0.0006635569,4449
222.97,179.5317993164,-0.5330109493,-0.5330109493,0.0004572760,0.00525242,0.01507010,0.0021431259,4450
223.02,179.5402069092,-0.4816623155,-0.4816623155,0.0004572760,0.00519234,0.01507010,0.0006898060,4451
223.07,179.5415039062,-0.4698928099,-0.4698928099,0.0004572760,0.00529384,0.01477171,-0.0000404205,4452
223.12,179.5366668701,-0.5203800242,-0.5203800242,0.0004572760,0.00522839,0.01537895,0.0002174336,4453
223.17,179.5327301025,-0.4522340273,-0.4522340273,0.0004572760,0.00492188,0.01513804,-0.0010071652,4454
223.22,179.5422821045,-0.4768884744,-0.4768884744,0.0004572760,0.00444209,0.01558180,-0.0020860555,4455
223.27,179.5530395508,-0.4556999978,-0.4556999978,0.0004572760,0.00413567,0.01558180,-0.0020475132,4456
223.32,179.5485229492,-0.4615659990,-0.4615659990,0.0004572760,0.00417604,0.01541552,-0.0003648169,4457
223.37,179.5504760742,-0.4676071140,-0.4676071140,0.0004572760,0.00388514,0.01570306,-0.0014499560,4458
223.42,179.5518951416,-0.4380367536,-0.4380367536,0.0004572760,0.00358547,0.01560635,-0.0011134682,4459
223.47,179.5582733154,-0.4173611823,-0.4173611823,0.0004572760,0.00304585,0.01560635,-0.0036422262,4460
223.52,179.5490264893,-0.4489370408,-0.4489370408,0.0004572760,0.00297711,0.01573653,-0.0023003849,4461
223.57,179.5489196777,-0.4073639933,-0.4073639933,0.0004572760,0.00248191,0.01571852,-0.0038227821,4462
223.62,179.5671539307,-0.4232794637,-0.4232794637,0.0004572760,0.00237131,0.01569941,-0.0025397859,4463
223.67,179.5844116211,-0.3676968698,-0.3676968698,0.0004572760,0.00154405,0.01569941,-0.0061357957,4464
223.72,179.5815429688,-0.3995398768,-0.3995398768,0.0004572760,0.00134938,0.01576747,-0.0035686016,4465
223.77,179.5735015869,-0.3658600448,-0.3658600448,0.0004572760,0.00100193,0.01558166,-0.0059830218,4466
223.82,179.5828399658,-0.3836180593,-0.3836180593,0.0004572760,0.00072858,0.01573649,-0.0048523916,4467
223.87,179.5937042236,-0.3413801724,-0.3413801724,0.0004572760,0.00008666,0.01573649,-0.0064769586,4468
223.92,179.5990142822,-0.3278359537,-0.3278359537,0.0004572760,-0.00040450,0.01561953,-0.0068768812,4469
223.97,179.5902862549,-0.3675997272,-0.3675997272,0.0004572760,-0.00027957,0.01561953,-0.0056655764,4470
224.02,179.5836181641,-0.2766021601,-0.2766021601,0.0004572760,-0.00084548,0.01505575,-0.0089014149,4471
224.07,179.5884399414,-0.3177951635,-0.3177951635,0.0004572760,-0.00137900,0.01538584,-0.0094690610,4472
224.12,179.5868835449,-0.2952549785,-0.2952549785,0.0004572760,-0.00181494,0.01538584,-0.0087992148,4473
224.17,179.5916900635,-0.2059730035,-0.2059730035,0.0004572760,-0.00251901,0.01460949,-0.0107092314,4474
224.22,179.6013793945,-0.2941252428,-0.2941252428,0.0004572760,-0.00274894,0.01502827,-0.0098481882,4475
224.27,179.5895233154,-0.1755169507,-0.1755169507,0.0004572760,-0.00320855,0.01403276,-0.0102180799,4476
224.32,179.5971374512,-0.2534061688,-0.2534061688,0.0004572760,-0.00362648,0.01451959,-0.0113614889,4477
224.37,179.6032714844,-0.2375212767,-0.2375212767,0.0004572760,-0.00379231,0.01451959,-0.0101915822,4478
224.42,179.6082458496,-0.1414721543,-0.1414721543,0.0004572760,-0.00397275,0.01330933,-0.0107635584,4479
224.47,179.6183776855,-0.1895493231,-0.1895493231,0.0004572760,-0.00480489,0.01385594,-0.0126351069,4480
224.52,179.6193237305,-0.1914191156,-0.1914191156,0.0004572760,-0.00497017,0.01385594,-0.0104042365,4481
224.57,179.6105957031,-0.1559095873,-0.1559095873,0.0004572760,-0.00473204,0.01303441,-0.0087237252,4482
224.62,179.6110534668,-0.1658737319,-0.1658737319,0.0004572760,-0.00498783,0.01303441,-0.0114530920,4483
224.67,179.6042938232,-0.0592533283,-0.0592533283,0.0004572760,-0.00499239,0.01144744,-0.0109491365,4484
224.72,179.6090393066,-0.1864485086,-0.1864485086,0.0004572760,-0.00497008,0.01206037,-0.0113650867,4485
224.77,179.6144714355,-0.1356683436,-0.1356683436,0.0004572760,-0.00522378,0.01206037,-0.0128432113,4486
224.82,179.6036987305,0.0171685794,0.0171685794,0.0004572760,-0.00570752,0.01033797,-0.0129937618,4487
224.87,179.6022949219,-0.1072307548,-0.1072307548,0.0004572760,-0.00612827,0.01094729,-0.0138577251,4488
224.92,179.5996246338,-0.0551334014,-0.0551334014,0.0004572760,-0.00669706,0.01094729,-0.0146251388,4489
224.97,179.5980529785,-0.0175515889,-0.0175515889,0.0004572760,-0.00635646,0.00972689,-0.0111196081,4490
225.02,179.5881347656,-0.0290418404,-0.0290418404,0.0004572760,-0.00678935,0.00972689,-0.0145284224,4491
225.07,179.5793914795,0.0803046569,0.0803046569,0.0004572760,-0.00670313,0.00789484,-0.0125034054,4492
225.12,179.5677947998,-0.0425666462,-0.0425666462,0.0004572760,-0.00677531,0.00844184,-0.0120978333,4493
225.17,179.5745239258,-0.0265878404,-0.0265878404,0.0004572760,-0.00667200,0.00844184,-0.0137705770,4494
225.22,179.5682220459,0.0831449926,0.0831449926,0.0004572760,-0.00674284,0.00711888,-0.0120678466,4495
225.27,179.5696258545,0.0116362606,0.0116362606,0.0004572760,-0.00671814,0.00711888,-0.0135716284,4496
225.32,179.5607757568,0.1575404099,0.1575404099,0.0004572760,-0.00691739,0.00538985,-0.0136202651,4497
225.37,179.5649414062,0.0390308416,0.0390308416,0.0004572760,-0.00703675,0.00580436,-0.0142673087,4498
225.42,179.5758819580,0.0575925994,0.0575925994,0.0004572760,-0.00708755,0.00580436,-0.0138603568,4499
225.48,179.5744628906,0.1635553204,0.1635553204,0.0004572760,-0.00726429,0.00453488,-0.0136467478,4500
225.53,179.5881195068,0.0743309502,0.0743309502,0.0004572760,-0.00703836,0.00453488,-0.0138156756,4501
225.58,179.5798034668,0.1931138543,0.1931138543,0.0004572760,-0.00704026,0.00310403,-0.0151482858,4502
225.63,179.5819854736,0.1047329938,0.1047329938,0.0004572760,-0.00707249,0.00335990,-0.0142449463,4503
225.68,179.5813446045,0.0889418002,0.0889418002,0.0004572760,-0.00671303,0.00335990,-0.0128618228,4504
225.73,179.5899658203,0.1736383849,0.1736383849,0.0004572760,-0.00655799,0.00231538,-0.0127693563,4505
225.78,179.5954589844,0.1162738578,0.1162738578,0.0004572760,-0.00638587,0.00231538,-0.0124167191,4506
225.83,179.5888061523,0.1630395295,0.1630395295,0.0004572760,-0.00588186,0.00130269,-0.0107593449,4507
225.88,179.5959777832,0.0858700639,0.0858700639,0.0004572760,-0.00530714,0.00141770,-0.0084508475,4508
225.93,179.5946655273,0.0813835506,0.0813835506,0.0004572760,-0.00478789,0.00141770,-0.0086323587,4509
225.98,179.5937652588,0.1202485692,0.1202485692,0.0004572760,-0.00423597,0.00069363,-0.0089283759,4510
226.03,179.5874328613,0.1153719281,0.1153719281,0.0004572760,-0.00428564,0.00069363,-0.0100048398,4511
226.08,179.5832366943,0.1251977149,0.1251977149,0.0004572760,-0.00444970,0.00069363,-0.0093695756,4512
226.13,179.5803527832,0.1655820852,0.1655820852,0.0004572760,-0.00455203,0.00014840,-0.0115934510,4513
226.18,179.5796661377,0.1182796176,0.1182796176,0.0004572760,-0.00435288,0.00014840,-0.0091777078,4514
226.23,179.5769195557,0.1709308390,0.1709308390,0.0004572760,-0.00455500,-0.00021862,-0.0121033195,4515
226.28,179.5681152344,0.0962018894,0.0962018894,0.0004572760,-0.00393805,-0.00021862,-0.0080608800,4516
226.33,179.5625915527,0.1032304403,0.1032304403,0.0004572760,-0.00362077,-0.00021862,-0.0091072222,4517
226.38,179.5630950928,0.0973023225,0.0973023225,0.0004572760,-0.00313336,-0.00041567,-0.0080898999,4518
226.43,179.5660247803,0.0858751858,0.0858751858,0.0004572760,-0.00278764,-0.00041567,-0.0087544715,4519
226.48,179.5619354248,0.1224247646,0.1224247646,0.0004572760,-0.00301630,-0.00044389,-0.0090732557,4520
226.53,179.5628662109,0.0735509550,0.0735509550,0.0004572760,-0.00251131,-0.00046856,-0.0073854028,4521
226.58,179.5814666748,0.0707488886,0.0707488886,0.0004572760,-0.00215401,-0.00046856,-0.0059298443,4522
226.63,179.5783843994,0.0846163837,0.0846163837,0.0004572760,-0.00217835,-0.00039106,-0.0076356576,4523
226.68,179.5717163086,0.0453426598,0.0453426598,0.0004572760,-0.00161946,-0.00039106,-0.0055484466,4524
226.73,179.5790100098,0.0856883762,0.0856883762,0.0004572760,-0.00175861,-0.00041739,-0.0078720903,4525
226.78,179.5661926270,0.0199713098,0.0199713098,0.0004572760,-0.00120089,-0.00020941,-0.0048903663,4526
226.83,179.5667724609,0.0234910013,0.0234910013,0.0004572760,-0.00073775,-0.00020941,-0.0048147361,4527
226.88,179.5699768066,-0.0378280138,-0.0378280138,0.0004572760,0.00012373,0.00005492,-0.0022163138,4528
226.93,179.5608978271,-0.0193945996,-0.0193945996,0.0004572760,0.00062795,0.00005492,-0.0032817309,4529
226.98,179.5595245361,-0.0367087069,-0.0367087069,0.0004572760,0.00119459,0.00005492,-0.0019697680,4530
227.03,179.5547332764,-0.0693995409,-0.0693995409,0.0004572760,0.00167739,0.00038530,-0.0023590308,4531
227.08,179.5495300293,-0.0670779743,-0.0670779743,0.0004572760,0.00218812,0.00038530,-0.0030206321,4532
227.13,179.5483398438,-0.1128129208,-0.1128129208,0.0004572760,0.00273674,0.00078647,-0.0013234973,4533
227.18,179.5505065918,-0.1078488773,-0.1078488773,0.0004572760,0.00330324,0.00078647,0.0003749397,4534
227.23,179.5534667969,-0.1093267748,-0.1093267748,0.0004572760,0.00377158,0.00071519,0.0002248620,4535
227.28,179.5475006104,-0.1699884913,-0.1699884913,0.0004572760,0.00431794,0.00124186,0.0013900925,4536
227.33,179.5543975830,-0.0970627368,-0.0970627368,0.0004572760,0.00406069,0.00124186,-0.0022828363,4537
227.38,179.5642395020,-0.0705280389,-0.0705280389,0.0004572760,0.00364310,0.00113440,-0.0018736339,4538
227.43,179.5805816650,-0.1543939876,-0.1543939876,0.0004572760,0.00378056,0.00176505,0.0007241135,4539
227.48,179.5845489502,-0.1054267188,-0.1054267188,0.0004572760,0.00363953,0.00176505,-0.0018474073,4540
227.53,179.5776824951,-0.1989360927,-0.1989360927,0.0004572760,0.00418738,0.00236962,0.0015859740,4541
227.58,179.5820922852,-0.1358998780,-0.1358998780,0.0004572760,0.00411482,0.00236962,-0.0012114008,4542
227.63,179.5855102539,-0.1372260713,-0.1372260713,0.0004572760,0.00428032,0.00217347,-0.0018122653,4543
227.68,179.5871887207,-0.2057989903,-0.2057989903,0.0004572760,0.00428156,0.00306582,-0.0005333063,4544
227.73,179.5802764893,-0.1854828313,-0.1854828313,0.0004572760,0.00460599,0.00306582,-0.0011003637,4545
227.78,179.5808410645,-0.1736283660,-0.1736283660,0.0004572760,0.00491199,0.00281792,0.0025245617,4546
227.83,179.5765380859,-0.2648626131,-0.2648626131,0.0004572760,0.00512681,0.00385785,0.0008649057,4547
227.88,179.5773162842,-0.2065997293,-0.2065997293,0.0004572760,0.00548369,0.00356020,0.0025657035,4548
227.93,179.5753173828,-0.3070650534,-0.3070650534,0.0004572760,0.00567353,0.00474890,0.0007894133,4549
227.99,179.5935516357,-0.2543778633,-0.2543778633,0.0004572760,0.00588953,0.00474890,0.0010599606,4550
228.03,179.5904083252,-0.2189596066,-0.2189596066,0.0004572760,0.00590427,0.00440595,0.0011212135,4551
228.08,179.5884094238,-0.3255217571,-0.3255217571,0.0004572760,0.00577570,0.00573626,0.0012650316,4552
228.13,179.5842895508,-0.2519263508,-0.2519263508,0.0004572760,0.00597395,0.00535756,0.0016522800,4553
228.18,179.5878143311,-0.3713569225,-0.3713569225,0.0004572760,0.00600116,0.00680202,0.0022284243,4554
228.23,179.6006164551,-0.3281280376,-0.3281280376,0.0004572760,0.00640527,0.00680202,0.0025967899,4555
228.28,179.5908660889,-0.2880537180,-0.2880537180,0.0004572760,0.00653959,0.00640273,0.0036179997,4556
228.33,179.5842437744,-0.4011971699,-0.4011971699,0.0004572760,0.00635286,0.00792104,0.0012149793,4557
228.39,179.5842132568,-0.2446410053,-0.2446410053,0.0004572760,0.00556133,0.00751282,-0.0012868164,4558
228.43,179.5778503418,-0.4037846485,-0.4037846485,0.0004572760,0.00534570,0.00905050,0.0002024775,4559
228.48,179.5682067871,-0.3283696895,-0.3283696895,0.0004572760,0.00522113,0.00905050,0.0013507939,4560
228.53,179.5672912598,-0.3183387274,-0.3183387274,0.0004572760,0.00539869,0.00865626,0.0023776022,4561
228.58,179.5665283203,-0.4428270803,-0.4428270803,0.0004572760,0.00542271,0.01014721,0.0003392638,4562
228.63,179.5708312988,-0.3228850775,-0.3228850775,0.0004572760,0.00520248,0.00977788,-0.0001056947,4563
228.69,179.5758819580,-0.3564954691,-0.3564954691,0.0004572760,0.00525775,0.00977788,0.0026383403,4564
228.73,179.5721130371,-0.4522886140,-0.4522886140,0.0004572760,0.00517912,0.01117015,0.0011822100,4565
228.79,179.5906677246,-0.3390461302,-0.3390461302,0.0004572760,0.00487665,0.01083825,0.0002367885,4566
228.83,179.5960845947,-0.4760823036,-0.4760823036,0.0004572760,0.00505982,0.01205906,-0.0002398224,4567
228.88,179.5974121094,-0.4142601907,-0.4142601907,0.0004572760,0.00517101,0.01205906,0.0002855031,4568
228.93,179.5839996338,-0.3684519645,-0.3684519645,0.0004572760,0.00490694,0.01178661,0.0003447205,4569
228.98,179.5823059082,-0.4773650970,-0.4773650970,0.0004572760,0.00500480,0.01278308,0.0000665839,4570
229.03,179.5877990723,-0.3567237468,-0.3567237468,0.0004572760,0.00434004,0.01256876,-0.0020512765,4571
229.08,179.5900573730,-0.4031926818,-0.4031926818,0.0004572760,0.00437385,0.01256876,-0.0007759774,4572
229.13,179.5945434570,-0.4871087343,-0.4871087343,0.0004572760,0.00476487,0.01331877,0.0008904876,4573
229.18,179.5897369385,-0.4233900357,-0.4233900357,0.0004572760,0.00482960,0.01316480,0.0003775851,4574
229.24,179.5877227783,-0.4825828770,-0.4825828770,0.0004572760,0.00508681,0.01363711,0.0008358031,4575
229.28,179.5809020996,-0.3979902184,-0.3979902184,0.0004572760,0.00453301,0.01354933,-0.0009998593,4576
229.34,179.5747985840,-0.4076395894,-0.4076395894,0.0004572760,0.00423427,0.01354933,-0.0017314075,4577
229.38,179.5916137695,-0.3826905316,-0.3826905316,0.0004572760,0.00348711,0.01376494,-0.0036739354,4578
229.43,179.5949249268,-0.3868137005,-0.3868137005,0.0004572760,0.00321726,0.01373568,-0.0032006823,4579
229.48,179.5957946777,-0.3998438877,-0.3998438877,0.0004572760,0.00321882,0.01370856,-0.0015986318,4580
229.54,179.5995025635,-0.4142675552,-0.4142675552,0.0004572760,0.00337307,0.01372953,-0.0005344295,4581
229.58,179.6001892090,-0.4037969041,-0.4037969041,0.0004572760,0.00335023,0.01372953,-0.0012854564,4582
229.63,179.5980834961,-0.3917014436,-0.3917014436,0.0004572760,0.00339685,0.01350648,-0.0006570747,4583
229.69,179.6094055176,-0.3975497823,-0.3975497823,0.0004572760,0.00329142,0.01357233,-0.0010823037,4584
229.74,179.6148834229,-0.3320612588,-0.3320612588,0.0004572760,0.00276275,0.01320175,-0.0040466172,4585
229.79,179.6173858643,-0.3312628246,-0.3312628246,0.0004572760,0.00204796,0.01330690,-0.0049390343,4586
229.84,179.6149139404,-0.3482439015,-0.3482439015,0.0004572760,0.00186821,0.01330690,-0.0042937973,4587
229.89,179.6105041504,-0.3279856042,-0.3279856042,0.0004572760,0.00194458,0.01284077,-0.0044751030,4588
229.94,179.6088562012,-0.3450925843,-0.3450925843,0.0004572760,0.00177702,0.01297673,-0.0043164044,4589
229.99,179.6017913818,-0.3131464578,-0.3131464578,0.0004572760,0.00133017,0.01297673,-0.0050755861,4590
230.04,179.6099243164,-0.2783879835,-0.2783879835,0.0004572760,0.00092896,0.01261698,-0.0043695099,4591
230.09,179.6154785156,-0.3035438622,-0.3035438622,0.0004572760,0.00075738,0.01261698,-0.0052982639,4592
230.14,179.6122283936,-0.2321708419,-0.2321708419,0.0004572760,0.00023061,0.01207815,-0.0080670132,4593
230.19,179.6024780273,-0.2408595476,-0.2408595476,0.0004572760,-0.00054657,0.01226132,-0.0075777307,4594
230.24,179.6085205078,-0.2520450738,-0.2520450738,0.0004572760,-0.00079315,0.01226132,-0.0061892023,4595
230.29,179.6067962646,-0.2133364119,-0.2133364119,0.0004572760,-0.00093859,0.01172656,-0.0064016831,4596
230.34,179.6083526611,-0.2522189613,-0.2522189613,0.0004572760,-0.00107944,0.01193259,-0.0071772814,4597
230.39,179.6098022461,-0.2321822621,-0.2321822621,0.0004572760,-0.00130309,0.01193259,-0.0074571699,4598
230.44,179.6103668213,-0.1890756799,-0.1890756799,0.0004572760,-0.00172678,0.01163274,-0.0086930175,4599
230.49,179.6154632568,-0.2066451317,-0.2066451317,0.0004572760,-0.00197456,0.01163274,-0.0083201493,4600
230.54,179.6158447266,-0.2129925945,-0.2129925945,0.0004572760,-0.00175895,0.01133668,-0.0069283715,4601
230.59,179.6150970459,-0.2005582015,-0.2005582015,0.0004572760,-0.00197827,0.01133668,-0.0083780519,4602
230.64,179.6075134277,-0.1908746692,-0.1908746692,0.0004572760,-0.00225343,0.01133668,-0.0076867534,4603
230.69,179.5740203857,-0.1534206305,-0.1534206305,0.0004572760,-0.00262999,0.01103073,-0.0092221201,4604
230.74,179.5679931641,-0.1686527553,-0.1686527553,0.0004572760,-0.00288159,0.01103073,-0.0085628050,4605
230.79,179.5709838867,-0.1093190242,-0.1093190242,0.0004572760,-0.00314931,0.01034001,-0.0102019069,4606
230.84,179.5756988525,-0.1780339038,-0.1780339038,0.0004572760,-0.00319377,0.01066193,-0.0094160720,4607
230.89,179.5763397217,-0.1548221641,-0.1548221641,0.0004572760,-0.00331834,0.01066193,-0.0111865688,4608
230.94,179.5717468262,-0.1137205590,-0.1137205590,0.0004572760,-0.00348407,0.01019685,-0.0108432801,4609
230.99,179.5723724365,-0.1041519350,-0.1041519350,0.0004572760,-0.00403181,0.01019685,-0.0119570954,4610
231.04,179.5703125000,-0.0834963260,-0.0834963260,0.0004572760,-0.00467197,0.01019685,-0.0122100998,4611
231.09,179.5757904053,-0.0132374691,-0.0132374691,0.0004572760,-0.00544251,0.00960449,-0.0144452416,4612
231.14,179.5747985840,-0.0377964541,-0.0377964541,0.0004572760,-0.00602300,0.00960449,-0.0133575254,4613
231.19,179.5717010498,0.0255411847,0.0255411847,0.0004572760,-0.00650610,0.00885670,-0.0136170699,4614
231.24,179.5751647949,-0.0476712027,-0.0476712027,0.0004572760,-0.00635018,0.00885670,-0.0122630821,4615
231.29,179.5705871582,-0.0613335472,-0.0613335472,0.0004572760,-0.00606421,0.00885670,-0.0114508701,4616
231.34,179.5668334961,0.0190541252,0.0190541252,0.0004572760,-0.00603122,0.00794272,-0.0120065963,4617
231.39,179.5688934326,-0.0381505282,-0.0381505282,0.0004572760,-0.00585559,0.00794272,-0.0113026266,4618
231.44,179.5825958252,-0.0216049092,-0.0216049092,0.0004572760,-0.00595913,0.00794272,-0.0126467293,4619
231.49,179.5874481201,0.0709829846,0.0709829846,0.0004572760,-0.00619286,0.00687339,-0.0139258357,4620
231.54,179.5894012451,0.0238399448,0.0238399448,0.0004572760,-0.00643248,0.00687339,-0.0130903941,4621
231.59,179.5949096680,0.1262109751,0.1262109751,0.0004572760,-0.00675750,0.00567430,-0.0146547651,4622
231.64,179.5925292969,0.0362744310,0.0362744310,0.0004572760,-0.00657397,0.00567430,-0.0138142185,4623
231.69,179.5830230713,0.0681860618,0.0681860618,0.0004572760,-0.00687707,0.00567430,-0.0156291958,4624
231.74,179.5830993652,0.1803309401,0.1803309401,0.0004572760,-0.00727894,0.00437951,-0.0149581890,4625
231.79,179.5670166016,0.1232010030,0.1232010030,0.0004572760,-0.00764763,0.00437951,-0.0152049474,4626
231.84,179.5732727051,0.1987143640,0.1987143640,0.0004572760,-0.00755600,0.00303579,-0.0131391215,4627
231.89,179.5767517090,0.1588208662,0.1588208662,0.0004572760,-0.00785830,0.00303579,-0.0157251551,4628
231.94,179.5771026611,0.1463797066,0.1463797066,0.0004572760,-0.00789384,0.00303579,-0.0150552855,4629
231.99,179.5662231445,0.2384963789,0.2384963789,0.0004572760,-0.00779996,0.00169042,-0.0136067054,4630
232.04,179.5583343506,0.1930805386,0.1930805386,0.0004572760,-0.00802825,0.00169042,-0.0144928959,4631
232.09,179.5555725098,0.2725517452,0.2725517452,0.0004572760,-0.00793925,0.00039010,-0.0138356435,4632
232.14,179.5510406494,0.2171922125,0.2171922125,0.0004572760,-0.00800824,0.00039010,-0.0138455586,4633
232.19,179.5461120605,0.1863436413,0.1863436413,0.0004572760,-0.00764303,0.00039010,-0.0121541107,4634
232.24,179.5344696045,0.3162312466,0.3162312466,0.0004572760,-0.00790748,-0.00083343,-0.0150799063,4635
232.29,179.5271606445,0.2248819506,0.2248819506,0.0004572760,-0.00768106,-0.00083343,-0.0134543773,4636
232.34,179.5214080811,0.2636243914,0.2636243914,0.0004572760,-0.00773783,-0.00114223,-0.0142737304,4637
232.39,179.5264587402,0.2738191584,0.2738191584,0.0004572760,-0.00731143,-0.00194803,-0.0127634375,4638
232.44,179.5354309082,0.2379791729,0.2379791729,0.0004572760,-0.00708644,-0.00194803,-0.0131730999,4639
232.49,179.5494995117,0.2932165835,0.2932165835,0.0004572760,-0.00667239,-0.00294847,-0.0122514114,4640
232.54,179.5611877441,0.2564691802,0.2564691802,0.0004572760,-0.00657318,-0.00294847,-0.0135444101,4641
232.59,179.5691986084,0.2399805756,0.2399805756,0.0004572760,-0.00581084,-0.00342496,-0.0104877575,4642
232.64,179.5718231201,0.2560823550,0.2560823550,0.0004572760,-0.00543370,-0.00382631,-0.0106337205,4643
