Time,angle_ref,zmp_ref,zmp_ft,iter
14.02,-5.7862620354,0.0900000036,0.0925234,460
14.06,-5.7862620354,0.0900000036,0.09406148,461
14.08,-5.7862620354,0.0900000036,0.09499118,462
14.12,-5.7862620354,0.0900000036,0.09553523,463
14.15,-5.7862620354,0.0900000036,0.09725005,464
14.18,-5.7862620354,0.0900000036,0.09776532,465
14.21,-5.7862620354,0.0900000036,0.09878055,466
14.23,-5.7862620354,0.0900000036,0.09915543,467
14.27,-5.7862620354,0.0900000036,0.0993562,468
14.3,-5.7862620354,0.0900000036,0.0991725,469
14.33,-5.7862620354,0.0900000036,0.09860158,470
14.36,-5.7862620354,0.0900000036,0.09793588,471
14.39,-5.7862620354,0.0900000036,0.09675,472
14.42,-5.7862620354,0.0900000036,0.09620418,473
14.45,-5.7862620354,0.0900000036,0.09490546,474
14.48,-5.7862620354,0.0900000036,0.09437174,475
14.51,-5.7862620354,0.0900000036,0.09349514,476
14.54,-5.7862620354,0.0900000036,0.09310359,477
14.57,-5.7862620354,0.0900000036,0.09300894,478
14.6,-5.7862620354,0.0900000036,0.0931846,479
14.63,-5.7862620354,0.0900000036,0.09358903,480
14.66,-5.7862620354,0.0900000036,0.09413686,481
14.69,-5.7862620354,0.0900000036,0.09500451,482
14.72,-5.7862620354,0.0900000036,0.09549204,483
14.75,-5.7862620354,0.0900000036,0.09640561,484
14.78,-5.7862620354,0.0900000036,0.09701522,485
14.82,-5.7862620354,0.0900000036,0.09760176,486
14.84,-5.7862620354,0.0900000036,0.0978296,487
14.87,-5.7862620354,0.0900000036,0.09785793,488
14.9,-5.7862620354,0.0900000036,0.09782548,489
14.93,-5.7862620354,0.0900000036,0.09735934,490
14.96,-5.7862620354,0.0900000036,0.09699494,491
14.99,-5.7862620354,0.0900000036,0.09624837,492
15.02,-5.7862620354,0.0900000036,0.09586017,493
15.05,-5.7862620354,0.0900000036,0.09472259,494
15.08,-5.7862620354,0.0900000036,0.09455509,495
15.11,-5.7862620354,0.0900000036,0.09416342,496
15.14,-5.7862620354,0.0900000036,0.09414628,497
15.17,-5.7862620354,0.0900000036,0.09388896,498
15.2,-5.7862620354,0.0900000036,0.09398169,499
15.23,-5.7862620354,0.0900000036,0.09472398,500
